KIND:prc
UNITS:mm
INTERVAL:qm
LOCATION:er
# file created: 2018-05-16 21:38:17
#YYYY-MM,      Q1,         Q2,       Q3,        Q4
1946-02,      1.78,      1.83,      1.74,      1.66
1946-03,      1.60,      1.49,      1.33,      1.13
1946-04,      1.02,      0.98,      0.98,      0.99
1946-05,      0.98,      0.97,      0.98,      0.99
1946-06,      0.98,      0.99,      1.00,      1.02
1946-07,      1.03,      1.03,      1.04,      1.04
1946-08,      1.05,      1.04,      1.05,      1.04
1946-09,      1.04,      1.03,      1.03,      1.02
1946-10,      1.00,      1.00,      0.99,      0.99
1946-11,      0.98,      0.98,      0.97,      0.97
1946-12,      0.96,      0.99,      1.02,      1.06
1947-01,      1.23,      1.56,      1.68,      1.67
1947-02,      1.78,      1.83,      1.74,      1.66
1947-03,      1.60,      1.49,      1.33,      1.13
1947-04,      1.02,      0.98,      0.98,      0.99
1947-05,      0.98,      0.97,      0.98,      0.99
1947-06,      0.98,      0.99,      1.00,      1.02
1947-07,      1.03,      1.03,      1.04,      1.04
1947-08,      1.05,      1.04,      1.05,      1.04
1947-09,      1.04,      1.03,      1.03,      1.02
1947-10,      1.00,      1.00,      0.99,      0.99
1947-11,      0.98,      0.98,      0.97,      0.97
1947-12,      0.96,      0.99,      1.02,      1.06
1948-01,      1.23,      1.56,      1.68,      1.67
1948-02,      1.78,      1.83,      1.74,      1.66
1948-03,      1.60,      1.49,      1.33,      1.13
1948-04,      1.02,      0.98,      0.98,      0.99
1948-05,      0.98,      0.97,      0.98,      0.99
1948-06,      0.98,      0.99,      1.00,      1.02
1948-07,      1.03,      1.03,      1.04,      1.04
1948-08,      1.05,      1.04,      1.05,      1.04
1948-09,      1.04,      1.03,      1.03,      1.02
1948-10,      1.00,      1.00,      0.99,      0.99
1948-11,      0.98,      0.98,      0.97,      0.97
1948-12,      0.96,      0.99,      1.02,      1.06
1949-01,      1.23,      1.56,      1.68,      1.67
1949-02,      1.78,      1.83,      1.74,      1.66
1949-03,      1.60,      1.49,      1.33,      1.13
1949-04,      1.02,      0.98,      0.98,      0.99
1949-05,      0.98,      0.97,      0.98,      0.99
1949-06,      0.98,      0.99,      1.00,      1.02
1949-07,      1.03,      1.03,      1.04,      1.04
1949-08,      1.05,      1.04,      1.05,      1.04
1949-09,      1.04,      1.03,      1.03,      1.02
1949-10,      1.00,      1.00,      0.99,      0.99
1949-11,      0.98,      0.98,      0.97,      0.97
1949-12,      0.96,      0.99,      1.02,      1.06
1950-01,      1.23,      1.56,      1.68,      1.67
1950-02,      1.78,      1.83,      1.74,      1.66
1950-03,      1.60,      1.49,      1.33,      1.13
1950-04,      1.02,      0.98,      0.98,      0.99
1950-05,      0.98,      0.97,      0.98,      0.99
1950-06,      0.98,      0.99,      1.00,      1.02
1950-07,      1.03,      1.03,      1.04,      1.04
1950-08,      1.05,      1.04,      1.05,      1.04
1950-09,      1.04,      1.03,      1.03,      1.02
1950-10,      1.00,      1.00,      0.99,      0.99
1950-11,      0.98,      0.98,      0.97,      0.97
1950-12,      0.96,      0.99,      1.02,      1.06
1951-01,      1.23,      1.56,      1.68,      1.67
1951-02,      1.78,      1.83,      1.74,      1.66
1951-03,      1.60,      1.49,      1.33,      1.13
1951-04,      1.02,      0.98,      0.98,      0.99
1951-05,      0.98,      0.97,      0.98,      0.99
1951-06,      0.98,      0.99,      1.00,      1.02
1951-07,      1.03,      1.03,      1.04,      1.04
1951-08,      1.05,      1.04,      1.05,      1.04
1951-09,      1.04,      1.03,      1.03,      1.02
1951-10,      1.00,      1.00,      0.99,      0.99
1951-11,      0.98,      0.98,      0.97,      0.97
1951-12,      0.96,      0.99,      1.02,      1.06
1952-01,      1.23,      1.56,      1.68,      1.67
1952-02,      1.78,      1.83,      1.74,      1.66
1952-03,      1.60,      1.49,      1.33,      1.13
1952-04,      1.02,      0.98,      0.98,      0.99
1952-05,      0.98,      0.97,      0.98,      0.99
1952-06,      0.98,      0.99,      1.00,      1.02
1952-07,      1.03,      1.03,      1.04,      1.04
1952-08,      1.05,      1.04,      1.05,      1.04
1952-09,      1.04,      1.03,      1.03,      1.02
1952-10,      1.00,      1.00,      0.99,      0.99
1952-11,      0.98,      0.98,      0.97,      0.97
1952-12,      0.96,      0.99,      1.02,      1.06
1953-01,      1.23,      1.56,      1.68,      1.67
1953-02,      1.78,      1.83,      1.74,      1.66
1953-03,      1.60,      1.49,      1.33,      1.13
1953-04,      1.02,      0.98,      0.98,      0.99
1953-05,      0.98,      0.97,      0.98,      0.99
1953-06,      0.98,      0.99,      1.00,      1.02
1953-07,      1.03,      1.03,      1.04,      1.04
1953-08,      1.05,      1.04,      1.05,      1.04
1953-09,      1.04,      1.03,      1.03,      1.02
1953-10,      1.00,      1.00,      0.99,      0.99
1953-11,      0.98,      0.98,      0.97,      0.97
1953-12,      0.96,      0.99,      1.02,      1.06
1954-01,      1.23,      1.56,      1.68,      1.67
1954-02,      1.78,      1.83,      1.74,      1.66
1954-03,      1.60,      1.49,      1.33,      1.13
1954-04,      1.02,      0.98,      0.98,      0.99
1954-05,      0.98,      0.97,      0.98,      0.99
1954-06,      0.98,      0.99,      1.00,      1.02
1954-07,      1.03,      1.03,      1.04,      1.04
1954-08,      1.05,      1.04,      1.05,      1.04
1954-09,      1.04,      1.03,      1.03,      1.02
1954-10,      1.00,      1.00,      0.99,      0.99
1954-11,      0.98,      0.98,      0.97,      0.97
1954-12,      0.96,      0.99,      1.02,      1.06
1955-01,      1.23,      1.56,      1.68,      1.67
1955-02,      1.78,      1.83,      1.74,      1.66
1955-03,      1.60,      1.49,      1.33,      1.13
1955-04,      1.02,      0.98,      0.98,      0.99
1955-05,      0.98,      0.97,      0.98,      0.99
1955-06,      0.98,      0.99,      1.00,      1.02
1955-07,      1.03,      1.03,      1.04,      1.04
1955-08,      1.05,      1.04,      1.05,      1.04
1955-09,      1.04,      1.03,      1.03,      1.02
1955-10,      1.00,      1.00,      0.99,      0.99
1955-11,      0.98,      0.98,      0.97,      0.97
1955-12,      0.96,      0.99,      1.02,      1.06
1956-01,      1.23,      1.56,      1.68,      1.67
1956-02,      1.78,      1.83,      1.74,      1.66
1956-03,      1.60,      1.49,      1.33,      1.13
1956-04,      1.02,      0.98,      0.98,      0.99
1956-05,      0.98,      0.97,      0.98,      0.99
1956-06,      0.98,      0.99,      1.00,      1.02
1956-07,      1.03,      1.03,      1.04,      1.04
1956-08,      1.05,      1.04,      1.05,      1.04
1956-09,      1.04,      1.03,      1.03,      1.02
1956-10,      1.00,      1.00,      0.99,      0.99
1956-11,      0.98,      0.98,      0.97,      0.97
1956-12,      0.96,      0.99,      1.02,      1.06
1957-01,      1.23,      1.56,      1.68,      1.67
1957-02,      1.78,      1.83,      1.74,      1.66
1957-03,      1.60,      1.49,      1.33,      1.13
1957-04,      1.02,      0.98,      0.98,      0.99
1957-05,      0.98,      0.97,      0.98,      0.99
1957-06,      0.98,      0.99,      1.00,      1.02
1957-07,      1.03,      1.03,      1.04,      1.04
1957-08,      1.05,      1.04,      1.05,      1.04
1957-09,      1.04,      1.03,      1.03,      1.02
1957-10,      1.00,      1.00,      0.99,      0.99
1957-11,      0.98,      0.98,      0.97,      0.97
1957-12,      0.96,      0.99,      1.02,      1.06
1958-01,      1.23,      1.56,      1.68,      1.67
1958-02,      1.78,      1.83,      1.74,      1.66
1958-03,      1.60,      1.49,      1.33,      1.13
1958-04,      1.02,      0.98,      0.98,      0.99
1958-05,      0.98,      0.97,      0.98,      0.99
1958-06,      0.98,      0.99,      1.00,      1.02
1958-07,      1.03,      1.03,      1.04,      1.04
1958-08,      1.05,      1.04,      1.05,      1.04
1958-09,      1.04,      1.03,      1.03,      1.02
1958-10,      1.00,      1.00,      0.99,      0.99
1958-11,      0.98,      0.98,      0.97,      0.97
1958-12,      0.96,      0.99,      1.02,      1.06
1959-01,      1.23,      1.56,      1.68,      1.67
1959-02,      1.78,      1.83,      1.74,      1.66
1959-03,      1.60,      1.49,      1.33,      1.13
1959-04,      1.02,      0.98,      0.98,      0.99
1959-05,      0.98,      0.97,      0.98,      0.99
1959-06,      0.98,      0.99,      1.00,      1.02
1959-07,      1.03,      1.03,      1.04,      1.04
1959-08,      1.05,      1.04,      1.05,      1.04
1959-09,      1.04,      1.03,      1.03,      1.02
1959-10,      1.00,      1.00,      0.99,      0.99
1959-11,      0.98,      0.98,      0.97,      0.97
1959-12,      0.96,      0.99,      1.02,      1.06
1960-01,      0.97,      2.18,      2.10,      1.97
1960-02,      1.97,      1.88,      2.09,      2.08
1960-03,      2.03,      1.88,      1.82,      1.73
1960-04,      1.10,      0.88,      0.93,      1.02
1960-05,      0.97,      1.02,      1.02,      1.01
1960-06,      0.97,      1.03,      0.98,      1.00
1960-07,      1.03,      1.01,      0.99,      1.01
1960-08,      1.00,      1.02,      1.03,      0.99
1960-09,      1.02,      0.98,      1.04,      1.00
1960-10,      0.95,      1.01,      0.98,      1.03
1960-11,      0.93,      0.95,      0.88,      0.93
1960-12,      0.86,      0.87,      0.87,      0.90
1961-01,      1.36,      1.31,      1.71,      1.76
1961-02,      1.77,      1.70,      1.69,      1.55
1961-03,      1.18,      1.20,      1.09,      0.97
1961-04,      0.96,      1.07,      1.06,      1.00
1961-05,      1.00,      0.98,      0.98,      0.95
1961-06,      0.94,      0.99,      0.97,      0.98
1961-07,      0.98,      1.01,      1.04,      1.03
1961-08,      1.05,      0.99,      1.02,      1.00
1961-09,      1.02,      1.00,      1.01,      0.97
1961-10,      0.98,      0.99,      1.02,      0.99
1961-11,      0.95,      0.97,      0.99,      0.95
1961-12,      0.92,      0.90,      1.03,      0.98
1962-01,      1.07,      2.03,      2.09,      1.80
1962-02,      1.95,      1.76,      1.73,      1.98
1962-03,      1.87,      1.77,      1.28,      1.00
1962-04,      0.98,      1.01,      1.02,      1.09
1962-05,      1.06,      1.07,      0.98,      0.99
1962-06,      0.98,      0.99,      1.00,      1.02
1962-07,      1.01,      1.03,      1.04,      1.04
1962-08,      1.05,      1.04,      1.05,      1.04
1962-09,      1.04,      1.00,      1.04,      1.22
1962-10,      1.09,      1.06,      1.04,      1.10
1962-11,      1.06,      1.12,      1.03,      1.02
1962-12,      0.96,      0.99,      1.17,      0.99
1963-01,      1.82,      1.57,      1.98,      2.19
1963-02,      2.33,      2.18,      2.10,      2.15
1963-03,      2.16,      2.11,      2.14,      1.82
1963-04,      1.02,      0.98,      0.98,      0.99
1963-05,      0.98,      0.97,      0.98,      0.99
1963-06,      0.98,      0.99,      1.00,      1.02
1963-07,      1.03,      1.03,      1.04,      1.04
1963-08,      1.05,      1.04,      1.05,      1.04
1963-09,      1.04,      1.07,      1.07,      1.04
1963-10,      0.95,      0.98,      1.00,      0.97
1963-11,      1.00,      1.03,      0.94,      0.92
1963-12,      0.98,      0.99,      0.94,      1.19
1964-01,      1.16,      1.12,      1.12,      1.11
1964-02,      1.30,      1.28,      1.28,      1.33
1964-03,      1.15,      1.20,      0.93,      0.93
1964-04,      1.00,      0.94,      1.04,      1.06
1964-05,      1.02,      0.97,      0.96,      0.92
1964-06,      1.02,      1.06,      1.00,      1.00
1964-07,      1.03,      1.10,      1.05,      1.08
1964-08,      1.08,      0.98,      1.03,      0.99
1964-09,      1.01,      1.01,      1.04,      0.92
1964-10,      0.96,      0.92,      0.96,      0.93
1964-11,      0.96,      0.94,      0.90,      0.96
1964-12,      1.05,      0.90,      0.92,      0.99
1965-01,      0.98,      0.91,      1.52,      1.66
1965-02,      1.60,      1.60,      1.49,      1.48
1965-03,      1.48,      1.09,      1.00,      1.11
1965-04,      1.03,      1.00,      0.99,      1.00
1965-05,      1.03,      1.01,      1.02,      1.02
1965-06,      1.02,      1.03,      1.01,      1.02
1965-07,      1.06,      1.03,      1.14,      1.06
1965-08,      1.05,      1.04,      1.06,      1.04
1965-09,      1.06,      1.07,      1.02,      1.07
1965-10,      0.98,      0.95,      1.01,      0.89
1965-11,      0.91,      0.96,      0.99,      0.94
1965-12,      0.82,      1.06,      0.92,      0.97
1966-01,      0.96,      1.01,      1.23,      1.45
1966-02,      1.93,      1.76,      1.52,      1.63
1966-03,      1.42,      1.10,      0.96,      0.90
1966-04,      0.93,      0.94,      0.98,      1.02
1966-05,      0.93,      1.01,      0.98,      0.99
1966-06,      0.98,      0.99,      1.00,      1.03
1966-07,      1.03,      1.03,      1.04,      1.04
1966-08,      1.01,      1.05,      1.06,      1.00
1966-09,      1.03,      1.02,      1.05,      0.93
1966-10,      0.89,      0.94,      0.92,      0.93
1966-11,      0.91,      0.94,      0.98,      0.96
1966-12,      0.96,      0.99,      0.97,      0.92
1967-01,      1.01,      0.93,      0.93,      1.06
1967-02,      1.23,      1.65,      1.67,      1.60
1967-03,      1.93,      2.11,      2.06,      1.40
1967-04,      1.06,      0.99,      0.98,      0.99
1967-05,      0.98,      0.97,      0.98,      0.99
1967-06,      0.98,      0.99,      1.00,      1.02
1967-07,      1.03,      1.03,      1.04,      1.04
1967-08,      1.05,      1.04,      1.05,      1.04
1967-09,      1.04,      1.06,      1.03,      1.02
1967-10,      1.03,      1.00,      0.96,      0.95
1967-11,      0.94,      0.96,      0.95,      0.89
1967-12,      0.99,      0.95,      0.92,      0.94
1968-01,      1.05,      1.78,      1.87,      1.66
1968-02,      1.49,      1.55,      1.65,      1.69
1968-03,      1.58,      1.52,      1.24,      0.93
1968-04,      0.91,      0.91,      1.01,      0.93
1968-05,      0.94,      0.99,      0.99,      1.06
1968-06,      0.98,      0.99,      1.00,      1.02
1968-07,      1.07,      1.08,      1.02,      1.02
1968-08,      1.04,      1.00,      1.04,      1.01
1968-09,      1.02,      1.03,      1.02,      0.98
1968-10,      0.95,      1.00,      0.98,      0.96
1968-11,      1.03,      1.03,      0.98,      0.96
1968-12,      0.91,      0.94,      1.02,      1.34
1969-01,      1.89,      1.95,      1.92,      1.76
1969-02,      1.70,      1.67,      1.56,      1.61
1969-03,      1.59,      1.40,      1.10,      0.90
1969-04,      0.94,      0.92,      1.03,      1.00
1969-05,      0.97,      0.93,      0.99,      0.96
1969-06,      0.96,      0.98,      0.99,      1.02
1969-07,      0.98,      1.02,      1.02,      1.04
1969-08,      1.00,      1.00,      0.99,      0.99
1969-09,      1.03,      1.00,      1.02,      1.00
1969-10,      1.01,      0.97,      0.94,      0.94
1969-11,      1.02,      1.00,      0.92,      0.95
1969-12,      1.00,      0.97,      0.96,      1.05
1970-01,      1.24,      1.28,      1.58,      1.77
1970-02,      1.72,      1.73,      1.80,      1.77
1970-03,      1.75,      1.70,      1.41,      1.01
1970-04,      0.95,      0.93,      0.97,      0.96
1970-05,      0.92,      1.00,      0.98,      0.98
1970-06,      0.98,      1.01,      0.98,      0.98
1970-07,      0.99,      1.03,      0.98,      1.02
1970-08,      1.02,      1.04,      1.02,      1.01
1970-09,      1.02,      1.02,      1.01,      1.00
1970-10,      0.98,      0.99,      0.99,      1.05
1970-11,      1.00,      1.01,      0.94,      0.95
1970-12,      0.97,      1.01,      1.08,      1.06
1971-01,      1.05,      1.42,      1.33,      1.69
1971-02,      1.74,      1.87,      1.93,      1.97
1971-03,      1.87,      1.92,      1.87,      1.61
1971-04,      1.31,      0.98,      0.93,      0.96
1971-05,      0.97,      0.94,      0.95,      0.96
1971-06,      0.96,      1.00,      0.99,      1.02
1971-07,      1.02,      1.00,      0.99,      1.02
1971-08,      1.00,      0.99,      1.02,      1.05
1971-09,      0.99,      1.03,      1.03,      0.99
1971-10,      1.00,      0.98,      1.02,      1.03
1971-11,      0.93,      0.99,      1.09,      1.04
1971-12,      0.99,      0.95,      0.95,      1.03
1972-01,      1.00,      0.95,      1.14,      1.50
1972-02,      2.51,      3.01,      2.31,      2.47
1972-03,      2.47,      2.36,      2.20,      1.98
1972-04,      1.60,      1.17,      0.99,      0.97
1972-05,      0.99,      1.01,      1.00,      1.01
1972-06,      1.00,      0.98,      1.04,      1.02
1972-07,      1.03,      1.02,      1.03,      1.03
1972-08,      1.06,      1.03,      1.05,      1.03
1972-09,      1.03,      1.02,      1.02,      1.01
1972-10,      1.01,      0.98,      0.98,      1.01
1972-11,      1.03,      1.05,      1.01,      0.91
1972-12,      1.01,      1.01,      1.18,      1.24
1973-01,      1.02,      1.74,      1.34,      1.38
1973-02,      2.07,      1.68,      1.81,      1.70
1973-03,      1.70,      1.13,      1.01,      1.01
1973-04,      1.04,      0.99,      0.96,      0.98
1973-05,      0.96,      0.94,      0.93,      0.96
1973-06,      0.94,      0.95,      0.99,      1.05
1973-07,      0.96,      0.96,      1.00,      0.99
1973-08,      1.01,      1.00,      1.03,      1.01
1973-09,      0.99,      1.00,      1.02,      1.00
1973-10,      0.99,      0.99,      0.97,      1.06
1973-11,      0.92,      0.93,      1.00,      0.99
1973-12,      0.96,      0.99,      1.07,      1.00
1974-01,      0.96,      1.84,      2.15,      1.79
1974-02,      2.01,      1.97,      1.66,      1.55
1974-03,      1.17,      1.01,      0.96,      0.98
1974-04,      0.96,      0.98,      0.97,      0.96
1974-05,      0.97,      0.98,      1.01,      0.99
1974-06,      0.98,      0.96,      1.01,      0.97
1974-07,      1.01,      1.01,      1.00,      1.03
1974-08,      1.00,      1.04,      1.04,      1.02
1974-09,      1.04,      1.01,      1.01,      0.99
1974-10,      1.00,      1.01,      0.98,      1.00
1974-11,      1.02,      1.00,      0.98,      0.98
1974-12,      1.05,      0.95,      1.00,      0.95
1975-01,      1.01,      0.95,      1.06,      1.24
1975-02,      1.58,      1.66,      1.66,      1.41
1975-03,      1.24,      1.26,      1.13,      0.97
1975-04,      1.00,      0.96,      0.91,      0.99
1975-05,      1.03,      0.97,      0.95,      0.97
1975-06,      0.98,      0.99,      0.99,      1.06
1975-07,      1.05,      1.04,      1.03,      1.01
1975-08,      1.07,      1.04,      1.04,      1.06
1975-09,      1.04,      1.01,      1.03,      1.05
1975-10,      0.98,      1.05,      1.04,      1.00
1975-11,      0.98,      0.94,      0.99,      1.04
1975-12,      0.94,      1.02,      1.11,      1.05
1976-01,      0.99,      1.62,      2.13,      2.31
1976-02,      2.17,      2.02,      1.89,      1.57
1976-03,      1.84,      1.55,      1.53,      1.00
1976-04,      1.02,      0.97,      0.97,      1.03
1976-05,      0.93,      0.94,      0.98,      0.95
1976-06,      0.98,      0.96,      1.00,      1.04
1976-07,      1.02,      0.99,      0.97,      1.01
1976-08,      1.02,      1.02,      1.02,      1.02
1976-09,      1.01,      1.01,      1.05,      0.98
1976-10,      1.03,      1.01,      0.96,      0.97
1976-11,      0.96,      0.95,      0.93,      0.94
1976-12,      1.00,      0.98,      1.14,      1.79
1977-01,      2.30,      2.83,      2.81,      2.63
1977-02,      2.92,      2.74,      2.46,      2.42
1977-03,      2.16,      1.57,      1.04,      0.97
1977-04,      0.94,      0.97,      1.00,      1.00
1977-05,      0.97,      1.02,      0.96,      1.00
1977-06,      0.97,      1.01,      0.99,      1.01
1977-07,      1.01,      1.05,      1.03,      1.02
1977-08,      1.05,      1.05,      1.03,      1.03
1977-09,      1.05,      1.02,      1.08,      1.04
1977-10,      1.02,      1.00,      0.99,      1.00
1977-11,      1.03,      0.96,      0.95,      0.97
1977-12,      0.97,      1.12,      1.14,      0.98
1978-01,      1.36,      2.39,      2.95,      2.78
1978-02,      2.58,      2.52,      2.32,      2.13
1978-03,      1.97,      1.97,      1.82,      1.33
1978-04,      1.01,      0.91,      0.97,      0.97
1978-05,      0.97,      0.97,      0.96,      0.96
1978-06,      0.95,      0.96,      0.95,      1.01
1978-07,      1.00,      1.00,      1.03,      1.03
1978-08,      1.02,      1.01,      1.01,      1.04
1978-09,      1.01,      1.03,      1.04,      0.99
1978-10,      0.99,      0.95,      0.95,      0.93
1978-11,      0.94,      0.95,      0.95,      0.98
1978-12,      0.94,      0.93,      0.91,      0.99
1979-01,      1.07,      1.93,      2.59,      2.40
1979-02,      2.09,      2.23,      2.29,      2.13
1979-03,      1.93,      1.39,      1.19,      0.92
1979-04,      0.94,      1.01,      0.98,      0.98
1979-05,      0.99,      0.98,      0.97,      1.04
1979-06,      0.97,      0.96,      1.01,      0.97
1979-07,      1.02,      1.03,      1.05,      1.05
1979-08,      1.04,      1.06,      1.05,      1.03
1979-09,      1.04,      1.03,      0.98,      1.01
1979-10,      1.01,      1.01,      1.00,      0.98
1979-11,      0.99,      1.00,      0.97,      0.93
1979-12,      0.90,      0.96,      0.98,      0.97
1980-01,      0.99,      0.95,      1.03,      1.24
1980-02,      1.58,      1.83,      1.32,      1.34
1980-03,      1.49,      1.40,      1.25,      1.05
1980-04,      0.99,      0.95,      0.98,      1.03
1980-05,      0.96,      0.93,      0.97,      1.00
1980-06,      0.98,      0.94,      1.00,      1.01
1980-07,      1.01,      1.01,      1.02,      1.03
1980-08,      1.05,      1.06,      1.07,      1.05
1980-09,      1.05,      1.04,      1.03,      1.02
1980-10,      1.02,      1.00,      1.00,      0.96
1980-11,      0.93,      0.96,      0.97,      0.98
1980-12,      0.97,      0.98,      1.05,      1.26
1981-01,      1.64,      1.68,      1.75,      1.60
1981-02,      1.51,      1.55,      1.46,      1.06
1981-03,      0.97,      0.95,      0.98,      0.96
1981-04,      0.92,      0.96,      0.96,      0.97
1981-05,      1.00,      0.97,      0.99,      1.01
1981-06,      0.99,      1.02,      1.04,      1.00
1981-07,      1.08,      1.04,      1.08,      1.12
1981-08,      1.09,      1.07,      1.06,      1.07
1981-09,      1.09,      1.02,      1.03,      1.00
1981-10,      0.99,      1.00,      0.96,      0.99
1981-11,      0.95,      0.97,      0.99,      0.94
1981-12,      0.96,      0.98,      0.96,      0.96
1982-01,      1.05,      1.56,      2.10,      1.95
1982-02,      2.12,      2.05,      1.96,      1.81
1982-03,      1.73,      1.74,      1.64,      1.17
1982-04,      0.95,      0.95,      0.97,      0.95
1982-05,      0.97,      1.01,      1.00,      1.01
1982-06,      1.04,      1.00,      1.00,      1.03
1982-07,      0.99,      1.02,      1.06,      1.08
1982-08,      1.08,      1.06,      1.04,      1.03
1982-09,      1.02,      1.02,      1.07,      1.07
1982-10,      1.04,      1.07,      0.95,      1.01
1982-11,      0.94,      0.95,      1.00,      0.96
1982-12,      0.96,      1.00,      1.06,      0.96
1983-01,      1.00,      1.09,      1.12,      1.04
1983-02,      1.07,      1.48,      1.17,      1.02
1983-03,      1.05,      1.05,      1.03,      1.02
1983-04,      1.04,      1.03,      1.00,      1.00
1983-05,      0.98,      1.02,      0.99,      0.98
1983-06,      0.97,      1.00,      1.03,      1.02
1983-07,      1.05,      1.05,      1.08,      1.08
1983-08,      1.08,      1.13,      1.08,      1.09
1983-09,      1.04,      1.04,      1.04,      1.03
1983-10,      1.03,      1.01,      1.05,      1.01
1983-11,      1.05,      1.04,      1.02,      0.98
1983-12,      0.97,      1.04,      1.03,      1.23
1984-01,      1.85,      2.21,      2.30,      2.12
1984-02,      1.91,      1.75,      1.42,      1.08
1984-03,      1.43,      1.46,      1.56,      1.15
1984-04,      1.01,      1.05,      1.07,      1.03
1984-05,      0.97,      0.94,      0.99,      1.01
1984-06,      0.98,      0.98,      1.00,      1.05
1984-07,      1.02,      1.02,      1.02,      1.04
1984-08,      1.04,      1.08,      1.06,      1.04
1984-09,      1.05,      1.03,      1.01,      1.02
1984-10,      1.01,      1.02,      1.04,      1.01
1984-11,      0.99,      1.01,      0.93,      0.97
1984-12,      0.96,      1.02,      0.96,      0.99
1985-01,      1.15,      1.24,      1.51,      1.57
1985-02,      1.73,      2.03,      1.87,      1.66
1985-03,      1.71,      1.37,      1.02,      1.03
1985-04,      0.98,      1.00,      1.02,      1.04
1985-05,      1.04,      0.98,      0.98,      1.00
1985-06,      0.97,      0.97,      0.98,      1.02
1985-07,      1.03,      1.03,      1.03,      1.05
1985-08,      1.08,      1.07,      1.05,      1.08
1985-09,      1.05,      1.06,      1.02,      1.01
1985-10,      0.99,      0.99,      1.00,      0.98
1985-11,      1.07,      1.04,      0.99,      1.05
1985-12,      0.99,      1.03,      1.06,      1.04
1986-01,      1.78,      2.30,      1.87,      1.63
1986-02,      1.86,      2.01,      1.90,      1.85
1986-03,      1.77,      1.87,      1.58,      1.04
1986-04,      1.03,      0.94,      0.97,      0.95
1986-05,      0.90,      0.95,      0.98,      0.96
1986-06,      0.97,      0.98,      0.98,      1.06
1986-07,      1.03,      1.00,      0.97,      1.00
1986-08,      1.03,      1.01,      1.02,      0.98
1986-09,      0.96,      0.95,      1.03,      0.97
1986-10,      1.01,      0.96,      0.95,      0.92
1986-11,      0.91,      0.86,      0.93,      0.88
1986-12,      0.88,      0.98,      0.95,      0.93
1987-01,      0.97,      0.95,      1.19,      1.27
1987-02,      1.13,      1.37,      1.72,      1.31
1987-03,      1.06,      1.00,      0.99,      1.00
1987-04,      1.10,      0.99,      0.97,      0.93
1987-05,      0.93,      0.90,      0.98,      0.95
1987-06,      0.94,      0.93,      1.01,      0.96
1987-07,      1.03,      1.02,      1.03,      1.04
1987-08,      1.08,      1.09,      1.04,      1.05
1987-09,      1.02,      1.03,      1.08,      0.99
1987-10,      0.99,      0.99,      0.99,      0.98
1987-11,      1.00,      1.05,      0.98,      1.15
1987-12,      0.95,      0.95,      0.97,      1.00
1988-01,      0.95,      1.18,      1.31,      1.30
1988-02,      1.36,      1.81,      1.77,      1.60
1988-03,      1.39,      1.18,      0.97,      0.97
1988-04,      0.98,      0.99,      0.93,      1.00
1988-05,      1.03,      0.00,      1.07,      0.98
1988-06,      1.00,      0.97,      1.00,      1.02
1988-07,      1.04,      1.03,      1.09,      1.05
1988-08,      1.05,      1.02,      1.06,      1.06
1988-09,      1.03,      1.00,      1.02,      1.01
1988-10,      1.05,      0.95,      1.02,      0.93
1988-11,      0.96,      0.92,      0.94,      0.95
1988-12,      0.88,      0.98,      0.98,      0.96
1989-01,      1.15,      1.38,      1.37,      1.32
1989-02,      1.43,      1.62,      1.51,      1.46
1989-03,      1.47,      1.51,      1.17,      1.03
1989-04,      1.04,      0.98,      0.98,      0.99
1989-05,      0.98,      0.97,      0.98,      0.99
1989-06,      0.98,      0.99,      1.00,      1.02
1989-07,      1.03,      1.03,      1.07,      1.03
1989-08,      1.03,      1.04,      1.04,      1.05
1989-09,      1.03,      1.03,      1.03,      0.97
1989-10,      0.95,      0.98,      1.07,      0.96
1989-11,      0.97,      0.95,      0.89,      0.96
1989-12,      0.99,      1.06,      1.32,      1.64
1990-01,      1.66,      1.53,      1.56,      1.59
1990-02,      1.75,      1.43,      1.50,      1.48
1990-03,      1.40,      1.18,      0.94,      0.95
1990-04,      0.99,      0.95,      0.91,      0.98
1990-05,      0.96,      0.94,      1.00,      0.99
1990-06,      0.94,      0.98,      1.00,      1.02
1990-07,      1.02,      1.04,      1.01,      1.05
1990-08,      1.04,      1.04,      1.06,      1.03
1990-09,      1.05,      1.03,      1.02,      0.99
1990-10,      0.97,      1.07,      0.97,      0.99
1990-11,      1.00,      0.95,      1.00,      0.93
1990-12,      0.95,      0.95,      1.05,      0.97
1991-01,      1.00,      1.52,      1.53,      1.61
1991-02,      1.50,      1.21,      1.38,      1.25
1991-03,      1.12,      1.00,      0.95,      0.92
1991-04,      1.02,      0.98,      0.98,      0.99
1991-05,      0.94,      0.92,      1.00,      1.03
1991-06,      1.03,      1.02,      1.04,      1.00
1991-07,      1.07,      1.06,      1.04,      1.06
1991-08,      1.04,      1.06,      1.06,      1.05
1991-09,      1.06,      1.07,      1.02,      1.01
1991-10,      0.97,      0.99,      0.98,      1.05
1991-11,      1.01,      1.07,      1.00,      0.95
1991-12,      1.05,      0.96,      0.99,      1.02
1992-01,      1.03,      1.05,      1.18,      1.49
1992-02,      1.42,      1.51,      1.53,      1.41
1992-03,      1.47,      1.42,      1.43,      1.12
1992-04,      0.97,      1.00,      1.03,      1.05
1992-05,      1.00,      1.00,      0.97,      1.02
